"id","semantic_key","concept_id","language","locale","preferred","variants_json","rejected_forms_json","scope_ids_json","register","evidence_json","rights_id","status","ledger_term_id","source_term","ledger_status","ledger_binding_json","record_json"
"urn:uuid:c7696154-d63e-5ba9-91e4-caffe532a8c9","lebl.ra.term.ledger.lebl-term-0432.id-id","urn:uuid:86cb81b0-1c94-587f-9c15-aa7ef13b944e","id","id-ID","kurva diferensiabel","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0432"",""sha256"":""sha256:268baf5ceec5c2b64ac209bcc5d69ee45d00263f4b9a17995823367ca23cc2e3""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0432","differentiable curve","admitted","{""concept_id"":""concept.geometry.curve.differentiable"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""kurva diferensiabel"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""differentiable curve"",""status"":""admitted"",""term_id"":""LEBL-TERM-0432"",""variants_id"":""""}","{""concept_id"":""urn:uuid:86cb81b0-1c94-587f-9c15-aa7ef13b944e"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0432"",""sha256"":""sha256:268baf5ceec5c2b64ac209bcc5d69ee45d00263f4b9a17995823367ca23cc2e3""}],""examples"":[],""id"":""urn:uuid:c7696154-d63e-5ba9-91e4-caffe532a8c9"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.geometry.curve.differentiable"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""kurva diferensiabel"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""differentiable curve"",""status"":""admitted"",""term_id"":""LEBL-TERM-0432"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""kurva diferensiabel"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0432.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:09f42525-1112-52b8-b79d-ceeb4f3b9838","lebl.ra.term.ledger.lebl-term-0022.id-id","urn:uuid:0be2747d-0bf6-5236-b50b-88e2cf1da04c","id","id-ID","langkah induksi","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0022"",""sha256"":""sha256:bdfd2bfa7d10b5464e6f79942bc4929d108d6e16bb3b77d01ed98811f675d012""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0022","induction step","admitted","{""concept_id"":""concept.proof.induction-step"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""langkah induksi"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""induction step"",""status"":""admitted"",""term_id"":""LEBL-TERM-0022"",""variants_id"":""""}","{""concept_id"":""urn:uuid:0be2747d-0bf6-5236-b50b-88e2cf1da04c"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0022"",""sha256"":""sha256:bdfd2bfa7d10b5464e6f79942bc4929d108d6e16bb3b77d01ed98811f675d012""}],""examples"":[],""id"":""urn:uuid:09f42525-1112-52b8-b79d-ceeb4f3b9838"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.proof.induction-step"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""langkah induksi"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""induction step"",""status"":""admitted"",""term_id"":""LEBL-TERM-0022"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""langkah induksi"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0022.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:c259d78d-0b93-5061-af07-7e3c245639a2","lebl.ra.term.ledger.lebl-term-0075.id-id","urn:uuid:6deb476d-7fe2-55f3-935b-84987b4caeee","id","id-ID","lapangan","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0075"",""sha256"":""sha256:cf7c76120b4f4d7c190c99385743c5a86534e1cc25eb438f167859c2eaaa32c4""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0075","field","admitted","{""concept_id"":""concept.algebra.field"",""evidence"":""R006 ch-real-nums.tex"",""notes"":"""",""preferred_id"":""lapangan"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""field"",""status"":""admitted"",""term_id"":""LEBL-TERM-0075"",""variants_id"":""""}","{""concept_id"":""urn:uuid:6deb476d-7fe2-55f3-935b-84987b4caeee"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0075"",""sha256"":""sha256:cf7c76120b4f4d7c190c99385743c5a86534e1cc25eb438f167859c2eaaa32c4""}],""examples"":[],""id"":""urn:uuid:c259d78d-0b93-5061-af07-7e3c245639a2"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.algebra.field"",""evidence"":""R006 ch-real-nums.tex"",""notes"":"""",""preferred_id"":""lapangan"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""field"",""status"":""admitted"",""term_id"":""LEBL-TERM-0075"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""lapangan"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0075.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:338bbd3c-a6f1-521c-aa10-5b823eb620c1","lebl.ra.term.ledger.lebl-term-0076.id-id","urn:uuid:9e1bc62c-fab7-5a74-a85d-9400041d3aaa","id","id-ID","lapangan terurut","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0076"",""sha256"":""sha256:d8384eecc99900bff5d0510f6b36e0ee763840ce310e94a6fd5cfa5608445906""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0076","ordered field","admitted","{""concept_id"":""concept.algebra.ordered-field"",""evidence"":""R006 ch-real-nums.tex"",""notes"":"""",""preferred_id"":""lapangan terurut"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""ordered field"",""status"":""admitted"",""term_id"":""LEBL-TERM-0076"",""variants_id"":""""}","{""concept_id"":""urn:uuid:9e1bc62c-fab7-5a74-a85d-9400041d3aaa"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0076"",""sha256"":""sha256:d8384eecc99900bff5d0510f6b36e0ee763840ce310e94a6fd5cfa5608445906""}],""examples"":[],""id"":""urn:uuid:338bbd3c-a6f1-521c-aa10-5b823eb620c1"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.algebra.ordered-field"",""evidence"":""R006 ch-real-nums.tex"",""notes"":"""",""preferred_id"":""lapangan terurut"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""ordered field"",""status"":""admitted"",""term_id"":""LEBL-TERM-0076"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""lapangan terurut"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0076.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:5a0a3582-89fa-5dfe-8733-b990bc1e911f","lebl.ra.term.ledger.lebl-term-0026.id-id","urn:uuid:e5c73567-f01f-58c0-98df-bab107216370","id","id-ID","lema","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0026"",""sha256"":""sha256:b27f9e77cf70b0e14de8f9c525cf0b15d78971ef4ec239adc017d1a2aae0839b""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0026","lemma","admitted","{""concept_id"":""concept.result.lemma"",""evidence"":""R006 realanal.tex and ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""lema"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""lemma"",""status"":""admitted"",""term_id"":""LEBL-TERM-0026"",""variants_id"":""""}","{""concept_id"":""urn:uuid:e5c73567-f01f-58c0-98df-bab107216370"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0026"",""sha256"":""sha256:b27f9e77cf70b0e14de8f9c525cf0b15d78971ef4ec239adc017d1a2aae0839b""}],""examples"":[],""id"":""urn:uuid:5a0a3582-89fa-5dfe-8733-b990bc1e911f"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.result.lemma"",""evidence"":""R006 realanal.tex and ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""lema"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""lemma"",""status"":""admitted"",""term_id"":""LEBL-TERM-0026"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""lema"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0026.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:ecbf6e3b-d2a4-516b-a192-4a586d31f09c","lebl.ra.term.ledger.lebl-term-0137.id-id","urn:uuid:11b48565-83eb-5241-9622-b94dc99f4dc1","id","id-ID","lemma apit","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0137"",""sha256"":""sha256:613521ddb9f32d4619ab78238a5a99aa0e56230bca4bbb785663673402a376a6""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0137","squeeze lemma","admitted","{""concept_id"":""concept.lemma.squeeze"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""lemma apit"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""squeeze lemma"",""status"":""admitted"",""term_id"":""LEBL-TERM-0137"",""variants_id"":""""}","{""concept_id"":""urn:uuid:11b48565-83eb-5241-9622-b94dc99f4dc1"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0137"",""sha256"":""sha256:613521ddb9f32d4619ab78238a5a99aa0e56230bca4bbb785663673402a376a6""}],""examples"":[],""id"":""urn:uuid:ecbf6e3b-d2a4-516b-a192-4a586d31f09c"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.lemma.squeeze"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""lemma apit"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""squeeze lemma"",""status"":""admitted"",""term_id"":""LEBL-TERM-0137"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""lemma apit"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0137.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:f768cfd5-2580-5cbc-b11c-2762f92aa1ee","lebl.ra.term.ledger.lebl-term-0168.id-id","urn:uuid:58e270e1-570a-5b0b-a753-9b7844af5e8c","id","id-ID","lengkap secara Cauchy","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0168"",""sha256"":""sha256:bf47da12f8cfa4c800bce8c1ae976709b78e35e1f0d5a279f345017960d23589""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0168","Cauchy complete","admitted","{""concept_id"":""concept.completeness.cauchy"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""lengkap secara Cauchy"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""Cauchy complete"",""status"":""admitted"",""term_id"":""LEBL-TERM-0168"",""variants_id"":""""}","{""concept_id"":""urn:uuid:58e270e1-570a-5b0b-a753-9b7844af5e8c"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0168"",""sha256"":""sha256:bf47da12f8cfa4c800bce8c1ae976709b78e35e1f0d5a279f345017960d23589""}],""examples"":[],""id"":""urn:uuid:f768cfd5-2580-5cbc-b11c-2762f92aa1ee"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.completeness.cauchy"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""lengkap secara Cauchy"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""Cauchy complete"",""status"":""admitted"",""term_id"":""LEBL-TERM-0168"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""lengkap secara Cauchy"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0168.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:75d6df61-bb1b-53d0-81e0-5750927408ef","lebl.ra.term.ledger.lebl-term-0120.id-id","urn:uuid:b2af5da7-9fdf-5f60-b89a-a7587c266c7a","id","id-ID","limit","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0120"",""sha256"":""sha256:584bcf4c1e7fb36a1dc060d8443dcc39ea8d6d369cb5a78d0c13c900719d0e23""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0120","limit","admitted","{""concept_id"":""concept.sequence.limit"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""limit"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""limit"",""status"":""admitted"",""term_id"":""LEBL-TERM-0120"",""variants_id"":""""}","{""concept_id"":""urn:uuid:b2af5da7-9fdf-5f60-b89a-a7587c266c7a"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0120"",""sha256"":""sha256:584bcf4c1e7fb36a1dc060d8443dcc39ea8d6d369cb5a78d0c13c900719d0e23""}],""examples"":[],""id"":""urn:uuid:75d6df61-bb1b-53d0-81e0-5750927408ef"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.sequence.limit"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""limit"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""limit"",""status"":""admitted"",""term_id"":""LEBL-TERM-0120"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""limit"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0120.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:606e9ddf-d727-5ef8-a040-503fb08c40b4","lebl.ra.term.ledger.lebl-term-0305.id-id","urn:uuid:7683932d-fc38-5c3c-a0bf-b1ce1094b1be","id","id-ID","limit bersama","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0305"",""sha256"":""sha256:41f2fbe3e979eafc32eeb81ea230cb0d8c30f4d4c5d5add712db004502faeb35""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0305","joint limit","admitted","{""concept_id"":""concept.limit.joint"",""evidence"":""R006 ch-seq-funcs.tex"",""notes"":"""",""preferred_id"":""limit bersama"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""joint limit"",""status"":""admitted"",""term_id"":""LEBL-TERM-0305"",""variants_id"":""""}","{""concept_id"":""urn:uuid:7683932d-fc38-5c3c-a0bf-b1ce1094b1be"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0305"",""sha256"":""sha256:41f2fbe3e979eafc32eeb81ea230cb0d8c30f4d4c5d5add712db004502faeb35""}],""examples"":[],""id"":""urn:uuid:606e9ddf-d727-5ef8-a040-503fb08c40b4"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.limit.joint"",""evidence"":""R006 ch-seq-funcs.tex"",""notes"":"""",""preferred_id"":""limit bersama"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""joint limit"",""status"":""admitted"",""term_id"":""LEBL-TERM-0305"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""limit bersama"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0305.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:cc118cdd-9e0c-546d-bb27-bdc190508383","lebl.ra.term.ledger.lebl-term-0190.id-id","urn:uuid:23679b19-84b5-59d7-9d2a-e436c4909070","id","id-ID","limit fungsi","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0190"",""sha256"":""sha256:da1363bf92e2c69da8ac03920663bfe32dd02c825512f76e273c810eac117524""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0190","limit of a function","admitted","{""concept_id"":""concept.limit.function"",""evidence"":""R006 ch-contfunc.tex"",""notes"":"""",""preferred_id"":""limit fungsi"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""limit of a function"",""status"":""admitted"",""term_id"":""LEBL-TERM-0190"",""variants_id"":""""}","{""concept_id"":""urn:uuid:23679b19-84b5-59d7-9d2a-e436c4909070"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0190"",""sha256"":""sha256:da1363bf92e2c69da8ac03920663bfe32dd02c825512f76e273c810eac117524""}],""examples"":[],""id"":""urn:uuid:cc118cdd-9e0c-546d-bb27-bdc190508383"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.limit.function"",""evidence"":""R006 ch-contfunc.tex"",""notes"":"""",""preferred_id"":""limit fungsi"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""limit of a function"",""status"":""admitted"",""term_id"":""LEBL-TERM-0190"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""limit fungsi"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0190.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:fa3bc3d0-5e23-5a82-87d8-1e0a82310b4d","lebl.ra.term.ledger.lebl-term-0219.id-id","urn:uuid:0de16b63-0d61-550e-9445-d3b1b5886ac6","id","id-ID","limit fungsi di tak hingga","[""limit di tak hingga""]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0219"",""sha256"":""sha256:56363772ea25ee2b28cececa6cae569183040e44d753801e9d28271885f3023f""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0219","limit of a function at infinity","admitted","{""concept_id"":""concept.limit.function-at-infinity"",""evidence"":""R006 ch-contfunc.tex"",""notes"":"""",""preferred_id"":""limit fungsi di tak hingga"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""limit of a function at infinity"",""status"":""admitted"",""term_id"":""LEBL-TERM-0219"",""variants_id"":""limit di tak hingga""}","{""concept_id"":""urn:uuid:0de16b63-0d61-550e-9445-d3b1b5886ac6"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0219"",""sha256"":""sha256:56363772ea25ee2b28cececa6cae569183040e44d753801e9d28271885f3023f""}],""examples"":[],""id"":""urn:uuid:fa3bc3d0-5e23-5a82-87d8-1e0a82310b4d"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.limit.function-at-infinity"",""evidence"":""R006 ch-contfunc.tex"",""notes"":"""",""preferred_id"":""limit fungsi di tak hingga"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""limit of a function at infinity"",""status"":""admitted"",""term_id"":""LEBL-TERM-0219"",""variants_id"":""limit di tak hingga""},""locale"":""id-ID"",""preferred"":""limit fungsi di tak hingga"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0219.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[""limit di tak hingga""],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
