term_id,concept_id,resource_scope,source_term,preferred_id,variants_id,rejected_id,register,evidence,status,notes
LEBL-TERM-0192,concept.limit.one-sided,R006,one-sided limit,limit sepihak,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0193,concept.series.cesaro-summability,R006,Cesaro summability,keterjumlahan Cesaro,,,formal,R006 ch-seq-ser.tex,admitted,TeX source retains the grave-accented proper name form in index markup
LEBL-TERM-0194,concept.theorem.fubini-sums,R006,Fubini for sums,Fubini untuk penjumlahan,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0195,concept.theorem.tonelli-sums,R006,Tonelli for sums,Tonelli untuk penjumlahan,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0196,concept.limit.sequential,R006,sequential limit,limit sekuensial,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0197,concept.function.discontinuous,R006,discontinuous,diskontinu,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0198,concept.function.discontinuity,R006,discontinuity,diskontinuitas,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0199,concept.function.dirichlet,R006,Dirichlet function,fungsi Dirichlet,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0200,concept.function.thomae,R006,Thomae function,fungsi Thomae,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0201,concept.function.popcorn,R006,popcorn function,fungsi popcorn,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0202,concept.discontinuity.removable,R006,removable discontinuity,diskontinuitas yang dapat dihilangkan,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0203,concept.function.convex,R006,convex function,fungsi konveks,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0204,concept.extremum.absolute-minimum,R006,absolute minimum,minimum mutlak,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0205,concept.extremum.absolute-maximum,R006,absolute maximum,maksimum mutlak,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0206,concept.theorem.extreme-value,R006,extreme value theorem,teorema nilai ekstrem,teorema minimum-maksimum; teorema maksimum-minimum,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0207,concept.theorem.bolzano-intermediate-value,R006,Bolzano intermediate value theorem,teorema nilai antara Bolzano,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0208,concept.method.bisection,R006,bisection method,metode biseksi,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0209,concept.polynomial.monic,R006,monic polynomial,polinom monik,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0210,concept.function.intermediate-value-property,R006,intermediate value property,sifat nilai antara,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0211,concept.function.direct-image,R006,direct image,citra langsung,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0212,concept.function.uniform-continuity,R006,uniform continuity,kekontinuan seragam,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0213,concept.function.uniformly-continuous,R006,uniformly continuous,kontinu seragam,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0214,concept.function.continuous-extension,R006,continuous extension,perluasan kontinu,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0215,concept.singularity.removable,R006,removable singularity,singularitas yang dapat dihilangkan,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0216,concept.function.lipschitz-continuous,R006,Lipschitz continuous,kontinu Lipschitz,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0217,concept.line.secant,R006,secant line,garis sekan,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0218,concept.function.locally-lipschitz,R006,locally Lipschitz,Lipschitz lokal,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0219,concept.limit.function-at-infinity,R006,limit of a function at infinity,limit fungsi di tak hingga,limit di tak hingga,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0220,concept.limit.infinite,R006,infinite limit,limit tak hingga,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0221,concept.divergence.to-infinity,R006,diverges to infinity,divergen ke tak hingga,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0222,concept.convergence.to-infinity-informal,R006,converges to infinity,konvergen ke tak hingga,,,qualified,R006 ch-contfunc.tex,admitted,The source explicitly identifies this wording as slightly incorrect in the present context
LEBL-TERM-0223,concept.function.increasing,R006,increasing,monoton naik,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0224,concept.function.strictly-increasing,R006,strictly increasing,naik tegas,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0225,concept.function.decreasing,R006,decreasing,monoton turun,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0226,concept.function.strictly-decreasing,R006,strictly decreasing,turun tegas,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0227,concept.function.monotone,R006,monotone function,fungsi monoton,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0228,concept.function.strictly-monotone,R006,strictly monotone function,fungsi monoton tegas,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0229,concept.function.nondecreasing,R006,nondecreasing,tak menurun,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0230,concept.function.nonincreasing,R006,nonincreasing,tak menaik,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0231,concept.calculus.differentiable,R006,differentiable,diferensiabel,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0232,concept.calculus.differentiability,R006,differentiability,keterdiferensialan,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0233,concept.calculus.derivative,R006,derivative,turunan,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0234,concept.calculus.difference-quotient,R006,difference quotient,hasil bagi selisih,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0235,concept.line.tangent,R006,tangent line,garis singgung,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0236,concept.function.affine,R006,affine function,fungsi afin,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0237,concept.calculus.derivative-linearity,R006,linearity of the derivative,linearitas turunan,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0238,concept.calculus.product-rule,R006,product rule,aturan hasil kali,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0239,concept.calculus.leibniz-rule,R006,Leibniz rule,aturan Leibniz,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0240,concept.calculus.quotient-rule,R006,quotient rule,aturan hasil bagi,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0241,concept.calculus.chain-rule,R006,chain rule,aturan rantai,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0242,concept.extremum.relative-minimum,R006,relative minimum,minimum relatif,minimum lokal,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0243,concept.extremum.relative-maximum,R006,relative maximum,maksimum relatif,maksimum lokal,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0244,concept.theorem.rolle,R006,Rolle's theorem,teorema Rolle,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0245,concept.theorem.mean-value,R006,mean value theorem,teorema nilai rata-rata,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0246,concept.theorem.darboux,R006,Darboux's theorem,teorema Darboux,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0247,concept.calculus.continuously-differentiable,R006;R007,continuously differentiable,diferensiabel secara kontinu,,,formal,R006 ch-der.tex; R007 ch-nonlin-systems.tex raw lines 1950-1985,admitted,
LEBL-TERM-0248,concept.calculus.higher-order-derivative,R006,higher-order derivative,turunan berorde lebih tinggi,turunan tingkat tinggi,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0249,concept.calculus.first-derivative,R006,first derivative,turunan pertama,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0250,concept.calculus.second-derivative,R006,second derivative,turunan kedua,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0251,concept.calculus.nth-derivative,R006,nth derivative,turunan ke-n,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0252,concept.calculus.taylor-polynomial,R006,Taylor polynomial,polinom Taylor,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0253,concept.calculus.remainder-term,R006,remainder term,suku sisa,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0254,concept.calculus.lagrange-form,R006,Lagrange form,bentuk Lagrange,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0255,concept.calculus.infinitely-differentiable,R006,infinitely differentiable,diferensiabel tak berhingga kali,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0256,concept.calculus.taylor-series,R006,Taylor series,deret Taylor,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0257,concept.function.analytic,R006,analytic function,fungsi analitik,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0258,concept.extremum.strict-relative-minimum,R006,strict relative minimum,minimum relatif ketat,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0259,concept.extremum.strict-relative-maximum,R006,strict relative maximum,maksimum relatif ketat,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0260,concept.calculus.second-derivative-test,R006,second derivative test,uji turunan kedua,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0261,concept.theorem.inverse-function,R006,inverse function theorem,teorema fungsi invers,,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0262,concept.number.nth-root,R006,nth root,akar pangkat n,akar ke-n,,formal,R006 ch-der.tex,admitted,
LEBL-TERM-0263,concept.integration.riemann-integral,R006,Riemann integral,integral Riemann,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0264,concept.integration.antiderivative,R006,antiderivative,antiturunan,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0265,concept.integration.darboux-integral,R006,Darboux integral,integral Darboux,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0266,concept.integration.partition,R006,partition,partisi,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0267,concept.integration.lower-darboux-sum,R006,lower Darboux sum,jumlah Darboux bawah,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0268,concept.integration.upper-darboux-sum,R006,upper Darboux sum,jumlah Darboux atas,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0269,concept.integration.lower-darboux-integral,R006,lower Darboux integral,integral Darboux bawah,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0270,concept.integration.upper-darboux-integral,R006,upper Darboux integral,integral Darboux atas,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0271,concept.integration.partition-refinement,R006,refinement of a partition,penghalusan partisi,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0272,concept.integration.riemann-integrable,R006,Riemann integrable,terintegralkan secara Riemann,terintegralkan Riemann,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0273,concept.function.step-function,R006,step function,fungsi tangga,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0274,concept.sum.telescoping,R006,telescoping sum,jumlah teleskopik,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0275,concept.integration.additivity,R006,additivity of the integral,aditivitas integral,sifat aditif integral,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0276,concept.integration.linearity,R006,linearity of the integral,linearitas integral,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0277,concept.integration.monotonicity,R006,monotonicity of the integral,kemonotonan integral,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0278,concept.function.finitely-many-discontinuities,R006,finitely many discontinuities,berhingga banyak diskontinuitas,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0279,concept.calculus.fundamental-theorem,R006,fundamental theorem of calculus,teorema dasar kalkulus,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0280,concept.calculus.fundamental-theorem-first-form,R006,first form of the fundamental theorem,bentuk pertama teorema dasar kalkulus,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0281,concept.calculus.fundamental-theorem-second-form,R006,second form of the fundamental theorem,bentuk kedua teorema dasar kalkulus,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0282,concept.integration.change-of-variables,R006,change of variables,penggantian variabel,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0283,concept.integration.integration-by-parts,R006,integration by parts,integrasi parsial,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0284,concept.function.odd,R006,odd function,fungsi ganjil,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0285,concept.function.even,R006,even function,fungsi genap,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0286,concept.function.logarithm,R006,logarithm,logaritma,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0287,concept.function.natural-logarithm,R006,natural logarithm,logaritma alami,logaritma natural,,formal,R006 ch-riemann.tex and notations.tex,admitted,
LEBL-TERM-0288,concept.function.exponential,R006,exponential function,fungsi eksponensial,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0289,concept.integration.improper-integral,R006,improper integral,integral tak wajar,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0290,concept.integration.p-test,R006,integral p-test,uji-$p$ untuk integral,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0291,concept.integration.cauchy-principal-value,R006,Cauchy principal value,nilai utama Cauchy,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0292,concept.integration.convolution,R006,convolution,konvolusi,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0293,concept.transform.laplace,R006,Laplace transform,transformasi Laplace,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0294,concept.transform.fourier-sine,R006,Fourier sine transform,transformasi sinus Fourier,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0295,concept.transform.fourier-cosine,R006,Fourier cosine transform,transformasi kosinus Fourier,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0296,concept.series.integral-test,R006,integral test for series,uji integral untuk deret,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0297,concept.function.sinc,R006,sinc function,fungsi sinc,,,formal,R006 ch-riemann.tex,admitted,
LEBL-TERM-0298,concept.convergence.pointwise,R006,pointwise convergence,konvergensi titik demi titik,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0299,concept.convergence.uniform,R006,uniform convergence,konvergensi seragam,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0300,concept.norm.uniform,R006,uniform norm,norma seragam,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0301,concept.norm.supremum,R006,supremum norm,norma supremum,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0302,concept.norm.infinity,R006,infinity norm,norma tak hingga,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0303,concept.cauchy.uniform,R006,uniformly Cauchy,Cauchy secara seragam,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0304,concept.convergence.uniform-on-compact-subsets,R006,uniform convergence on compact subsets,konvergensi seragam pada subhimpunan kompak,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0305,concept.limit.joint,R006,joint limit,limit bersama,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0306,concept.theorem.dini,R006,Dini theorem,teorema Dini,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0307,concept.equation.differential,R006,differential equation,persamaan diferensial,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0308,concept.equation.ordinary-differential,R006,ordinary differential equation,persamaan diferensial biasa,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0309,concept.equation.first-order-ordinary-differential,R006,first-order ordinary differential equation,persamaan diferensial biasa orde satu,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0310,concept.initial-condition,R006,initial condition,syarat awal,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0311,concept.slope-field,R006,slope field,medan kemiringan,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0312,concept.theorem.picard,R006,Picard theorem,teorema Picard,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0313,concept.iteration.picard,R006,Picard iteration,iterasi Picard,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0314,concept.iterate.picard,R006,Picard iterate,iterat Picard,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0315,concept.theorem.existence-uniqueness,R006,existence and uniqueness theorem,teorema eksistensi dan ketunggalan,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0316,concept.theorem.peano-existence,R006,Peano existence theorem,teorema eksistensi Peano,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0317,concept.function.heaviside,R006,Heaviside function,fungsi Heaviside,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0318,concept.solution.weak,R006,weak solution,solusi lemah,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0319,concept.equation.linear-first-order-differential,R006,linear first-order differential equation,persamaan diferensial linear orde satu,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0320,concept.integrating-factor,R006,integrating factor,faktor integrasi,,,formal,R006 ch-seq-funcs.tex,admitted,
LEBL-TERM-0321,concept.metric-space,R006,metric space,ruang metrik,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0322,concept.metric,R006,metric,metrik,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0323,concept.distance-function,R006,distance function,fungsi jarak,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0324,concept.metric.nonnegativity,R006,nonnegativity of a metric,sifat taknegatif metrik,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0325,concept.metric.identity-indiscernibles,R006,identity of indiscernibles,identitas unsur yang tak terbedakan,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0326,concept.inequality.triangle,R006,triangle inequality,ketaksamaan segitiga,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0327,concept.metric.standard,R006,standard metric,metrik standar,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0328,concept.space.euclidean,R006,euclidean space,ruang Euklides,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0329,concept.inequality.cauchy-schwarz,R006,Cauchy--Schwarz inequality,ketaksamaan Cauchy--Schwarz,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0330,concept.metric.discrete,R006,discrete metric,metrik diskret,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0331,concept.distance.great-circle,R006,great circle distance,jarak lingkaran besar,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0332,concept.subspace,R006,subspace,subruang,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0333,concept.metric.subspace,R006,subspace metric,metrik subruang,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0334,concept.topology.subspace,R006,subspace topology,topologi subruang,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0335,concept.set.bounded,R006,bounded set,himpunan terbatas,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0336,concept.set.diameter,R006,diameter,diameter,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0337,concept.ball.open,R006,open ball,bola terbuka,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0338,concept.ball.closed,R006,closed ball,bola tertutup,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0339,concept.set.open,R006,open set,himpunan terbuka,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0340,concept.set.closed,R006,closed set,himpunan tertutup,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0341,concept.neighborhood.open,R006,open neighborhood,lingkungan terbuka,persekitaran terbuka,,formal,"R006 ch-metric.tex; Usmadi, Analisis Real (Bahan Ajar), Universitas Muhammadiyah Sumatera Barat, 2020, PDF pp. 13 and 23",admitted,Retain lingkungan for cross-volume consistency; persekitaran is strongly attested and recorded as a variant.
LEBL-TERM-0342,concept.topology,R006,topology,topologi,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0343,concept.set.connected,R006,connected set,himpunan terhubung,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0344,concept.space.connected,R006,connected space,ruang terhubung,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0345,concept.set.disconnected,R006,disconnected set,himpunan tak terhubung,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0346,concept.set.clopen,R006,clopen set,himpunan terbuka-tertutup,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0347,concept.space.totally-separated,R006,totally separated,terpisah total,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0348,concept.set.closure,R006,closure,penutupan,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0349,concept.set.interior,R006,interior,bagian dalam,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0350,concept.set.boundary,R006,boundary,batas,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0351,concept.set.dense,R006,dense set,himpunan rapat,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0352,concept.compactness,R006,compactness,kekompakan,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0353,concept.set.compact,R006,compact set,himpunan kompak,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0354,concept.cover.open,R006,open cover,selimut terbuka,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0355,concept.cover.subcover,R006,subcover,subselimut,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0356,concept.compactness.sequential,R006,sequentially compact,kompak secara sekuensial,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0357,concept.number.lebesgue,R006,Lebesgue number,bilangan Lebesgue,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0358,concept.boundedness.total,R006,totally bounded,terbatas total,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0359,concept.compactness.relative,R006,relatively compact,relatif kompak,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0360,concept.set.zero-set,R006,zero set,himpunan nol,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0361,concept.geometry.algebraic,R006,algebraic geometry,geometri aljabar,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0362,concept.map.proper,R006,proper map,proper,pemetaan proper,,formal,R006 ch-metric.tex,admitted,Technical loan retained in the indexed exercise term.
LEBL-TERM-0363,concept.function.evaluation,R006,evaluation function,fungsi evaluasi,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0364,concept.operator.differentiation,R006,differentiation operator,operator diferensiasi,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0365,concept.mapping.contraction,R006,contraction mapping,pemetaan kontraksi,kontraksi;pemetaan kontraktif,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0366,concept.fixed-point,R006,fixed point,titik tetap,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0367,concept.principle.contraction-mapping,R006,contraction mapping principle,prinsip pemetaan kontraksi,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0368,concept.theorem.banach-fixed-point,R006,Banach fixed point theorem,teorema titik tetap Banach,,,formal,R006 ch-metric.tex,admitted,
LEBL-TERM-0369,concept.calculus.several-variables,R006,several variables,beberapa variabel,multivariabel,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0370,concept.calculus.partial-derivative,R006,partial derivative,turunan parsial,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0371,concept.vector,R006,vector,vektor,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0372,concept.vector.column,R006,column vector,vektor kolom,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0373,concept.scalar,R006,scalar,skalar,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0374,concept.space.vector,R006,vector space,ruang vektor,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0375,concept.space.vector-real,R006,real vector space,ruang vektor real,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0376,concept.operation.scalar-multiplication,R006,scalar multiplication,perkalian skalar,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0377,concept.space.vector-subspace,R006,vector subspace,subruang vektor,subruang,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0378,concept.dimension.finite,R006,finite-dimensional,berdimensi hingga,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0379,concept.combination.linear,R006,linear combination,kombinasi linear,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0380,concept.span.linear,R006,span,rentang,merentang,,formal,R006 ch-several-vars-ders.tex,admitted,Use rentang as the noun and merentang as the verb; distinguish from function range.
LEBL-TERM-0381,concept.independence.linear,R006,linearly independent,bebas linear,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0382,concept.dependence.linear,R006,linearly dependent,bergantung linear,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0383,concept.basis.linear,R006,basis,basis,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0384,concept.dimension.linear,R006,dimension,dimensi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0385,concept.dimension.infinite,R006,infinite-dimensional,berdimensi tak hingga,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0386,concept.basis.standard,R006,standard basis,basis standar,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0387,concept.mapping,R006,mapping,pemetaan,peta,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0388,concept.transformation.linear,R006,linear transformation,transformasi linear,pemetaan linear,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0389,concept.operator.linear,R006,linear operator,operator linear,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0390,concept.transformation.invertible,R006,invertible linear transformation,transformasi linear invertibel,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0391,concept.algebra.linear,R006,algebra,aljabar,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0392,concept.nullspace,R006,nullspace,ruang nol,kernel,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0393,concept.function.injective,R006,one-to-one,injektif,satu-ke-satu,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0394,concept.function.surjective,R006,onto,surjektif,memetakan pada,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0395,concept.set.convex,R006,convex,konveks,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0396,concept.combination.convex,R006,convex combination,kombinasi konveks,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0397,concept.hull.convex,R006,convex hull,selubung konveks,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0398,concept.norm,R006,norm,norma,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0399,concept.space.vector.normed,R006,normed vector space,ruang vektor bernorma,,,formal,R006 ch-several-vars-ders.tex,admitted,
